video_index,section_number,section_name,video_code,slide_number,slide_name
160,46,Trading Broad Bear Channels,46D,19,If Stop Not Hit and Premise Still Valid Bulls Can Scale In
160,46,Trading Broad Bear Channels,46D,20,After Big Bear BO Buy above Bull Bar
160,46,Trading Broad Bear Channels,46D,21,Close Up of Last Slide Bulls Scale In
160,46,Trading Broad Bear Channels,46D,22,Base Stop On 2x Size of Biggest Prior BO
160,46,Trading Broad Bear Channels,46D,23,Bulls Take Profits Need Minimum Scalp
160,46,Trading Broad Bear Channels,46D,24,Review
161,46,Trading Broad Bear Channels,46E,1,Main Points
161,46,Trading Broad Bear Channels,46E,2,Sell Zones In Bear BO or Tight Channel
161,46,Trading Broad Bear Channels,46E,3,Sell Zone In Top
161,46,Trading Broad Bear Channels,46E,4,Bear Trend So Can Sell Any Time
161,46,Trading Broad Bear Channels,46E,5,Broad Bear Channel Better to Sell PB Than BO
161,46,Trading Broad Bear Channels,46E,6,Profit Taking Zone Below Low
161,46,Trading Broad Bear Channels,46E,7,Broad Bear Channel Expect Deep PBs (Bear Rallies)
161,46,Trading Broad Bear Channels,46E,8,Strong Bulls BO Attempts Reverse down Quickly
161,46,Trading Broad Bear Channels,46E,9,Stop Sometimes 2 Choices
161,46,Trading Broad Bear Channels,46E,10,Main Points 50% Pullback (PB)
161,46,Trading Broad Bear Channels,46E,11,50% PB Why Sell
161,46,Trading Broad Bear Channels,46E,12,Minor 50% PBs Still Good Sell
161,46,Trading Broad Bear Channels,46E,13,"Broad Channel Has TRs, Then BOs"
161,46,Trading Broad Bear Channels,46E,14,Every TR in Bear Trend Contains Bottoming Patterns
161,46,Trading Broad Bear Channels,46E,15,Every Bear BO Is a Failed Bottom
161,46,Trading Broad Bear Channels,46E,16,Every TR in Bear Trend Contains Bear Flag
161,46,Trading Broad Bear Channels,46E,17,Every Rally in Bear Trend Is Bear Flag
161,46,Trading Broad Bear Channels,46E,18,Every TR in Bear Trend Contains Bear Flag
161,46,Trading Broad Bear Channels,46E,19,Bear BO of Broad Bear Channel Usually Fails
161,46,Trading Broad Bear Channels,46E,20,Bear Channels Evolve into TR or Bull Trend
161,46,Trading Broad Bear Channels,46E,21,Review
162,47,Trading in Trading Ranges,47A,1,Main Points
162,47,Trading in Trading Ranges,47A,2,When TR Is Broad Swing or Scalp
162,47,Trading in Trading Ranges,47A,3,When TR Is Tight Scalp or Wait
162,47,Trading in Trading Ranges,47A,4,TR Is a Horizontal Channel
162,47,Trading in Trading Ranges,47A,5,Main Points Look for Signs of Trading Range
162,47,Trading in Trading Ranges,47A,6,Context (Bars to the Left) Influences Bars to the Right
162,47,Trading in Trading Ranges,47A,7,Confusion Not as Good or Bad as It Appears
162,47,Trading in Trading Ranges,47A,8,Confusion Not as Good or Bad as It Appears
162,47,Trading in Trading Ranges,47A,9,Confusion Look for Signs of Sideways Market
162,47,Trading in Trading Ranges,47A,10,Until There Ils a Clear BO There Is No BO
162,47,Trading in Trading Ranges,47A,11,Disappointment Is Useful Information
162,47,Trading in Trading Ranges,47A,12,Early Sign of TR Probabilities Not Behaving Well
162,47,Trading in Trading Ranges,47A,13,TR Contained Between Support and Resistance
162,47,Trading in Trading Ranges,47A,14,TR Usually Needs 2 Legs Up and 2 Legs Down
162,47,Trading in Trading Ranges,47A,15,"Markets Are Fractal Pattern Contains Smaller, Similar Patterns"
162,47,Trading in Trading Ranges,47A,16,"Early Signs of TR If Many, Increased Chance of TR"
162,47,Trading in Trading Ranges,47A,17,TR Price Action Evidence That Market Ils ina TR
162,47,Trading in Trading Ranges,47A,18,Review
163,47,Trading in Trading Ranges,47B,1,Main Points
163,47,Trading in Trading Ranges,47B,2,80% Rule Failed BO and Then Reversal Is Common
163,47,Trading in Trading Ranges,47B,3,If Easy for Bears to Make Money in Bull Probably TR
163,47,Trading in Trading Ranges,47B,4,If Easy for Bulls to Make Money in Bear Probably TR
163,47,Trading in Trading Ranges,47B,5,Probabilities Mostly around 50% Good Setups Often Fail
163,47,Trading in Trading Ranges,47B,6,Probabilities Mostly around 50% Bad Setups Often Work
163,47,Trading in Trading Ranges,47B,7,Expect Gaps to Close Not Lead to Trend
163,47,Trading in Trading Ranges,47B,8,"Main Points Legs in TR, Not in Trend"
163,47,Trading in Trading Ranges,47B,9,Bull Leg in TR Instead of in Bull Trend
163,47,Trading in Trading Ranges,47B,10,Bull Leg in Bull Trend Instead of in TR
163,47,Trading in Trading Ranges,47B,11,Bear Leg in TR Instead of in Bear Trend
163,47,Trading in Trading Ranges,47B,12,Bear Leg in Bear Trend Instead of in TR
163,47,Trading in Trading Ranges,47B,13,BO Bet That It Will Fail
163,47,Trading in Trading Ranges,47B,14,"Main Points Buy in Bottom Half, Sell in Top Half"
163,47,Trading in Trading Ranges,47B,15,"Bulls and Bears Both Buy in Bottom Half, Sell in Top Half"
163,47,Trading in Trading Ranges,47B,16,Bulls and Bears Some Use Upper and Lower Third
163,47,Trading in Trading Ranges,47B,17,"LOM Limit Order Market, Betting against BOs"
163,47,Trading in Trading Ranges,47B,18,Review
164,47,Trading in Trading Ranges,47C,1,Main Points
164,47,Trading in Trading Ranges,47C,2,Most Swings Have 2 Legs or Wedges
164,47,Trading in Trading Ranges,47C,3,Strong 2 Leg Is Trap Hopeful Beginner Bets on Trend
164,47,Trading in Trading Ranges,47C,4,Strong 2 Leg Is Trap Hopeful Beginner Bets on Trend
164,47,Trading in Trading Ranges,47C,5,Strong 2TM Leg Is Trap Hopeful Beginner Bets on Trend
164,47,Trading in Trading Ranges,47C,6,"Beginner Trapped When Buying High, Selling Low"
164,47,Trading in Trading Ranges,47C,7,"Beginner Trapped When Buying High, Selling Low"
164,47,Trading in Trading Ranges,47C,8,Main Points Fade Breakouts (Bet Will Fail)
164,47,Trading in Trading Ranges,47C,9,"Expert Fades BO, Betting on Trapped Traders"
164,47,Trading in Trading Ranges,47C,10,"Expert Fades BO, Betting on Trapped Traders"
164,47,Trading in Trading Ranges,47C,11,"Expert Fades BO, Betting on Trapped Traders"
164,47,Trading in Trading Ranges,47C,12,Trend Bars Expect Bad Follow-Through
164,47,Trading in Trading Ranges,47C,13,Main Points How to Enter on Reversals
164,47,Trading in Trading Ranges,47C,14,Timing an Entry Can Be Difficult
164,47,Trading in Trading Ranges,47C,15,Stop Order Market Going Your Way
164,47,Trading in Trading Ranges,47C,16,Strong Leg Wait for 2¢ Signal
164,47,Trading in Trading Ranges,47C,17,Main Points Wide Stops and Scaling In
164,47,Trading in Trading Ranges,47C,18,Protective Stops Beyond Signal Bar
164,47,Trading in Trading Ranges,47C,19,Protective Stops Not Too Wide
164,47,Trading in Trading Ranges,47C,20,"Scaling In Increases Probability, but Adds Risk"
164,47,Trading in Trading Ranges,47C,21,Scale In Experts Only
164,47,Trading in Trading Ranges,47C,22,Scale In To Make Profit or Reduce Loss
164,47,Trading in Trading Ranges,47C,23,Scale In Many Choices
164,47,Trading in Trading Ranges,47C,24,Wide Stop Protect against Black Swan Catastrophes
164,47,Trading in Trading Ranges,47C,25,Review
165,47,Trading in Trading Ranges,47D,1,Main Points
165,47,Trading in Trading Ranges,47D,2,Entering with Limit Orders Use Reasonable Stop
165,47,Trading in Trading Ranges,47D,3,Scale In To Increase Chance of Profit
165,47,Trading in Trading Ranges,47D,4,Main Points Taking Profits
165,47,Trading in Trading Ranges,47D,5,Take Profits TR So Many Will Scalp
165,47,Trading in Trading Ranges,47D,6,Take Profits Many Logical Choices
165,47,Trading in Trading Ranges,47D,7,"Take Profits Big Swings up and down, so Many Will Swing"
165,47,Trading in Trading Ranges,47D,8,"Take Profits Big Swings up and down, so Many Will Swing"
165,47,Trading in Trading Ranges,47D,9,Main Points Late Test of Open
165,47,Trading in Trading Ranges,47D,10,TR Day Often Get Late Test of Open of Day
165,47,Trading in Trading Ranges,47D,11,TR Very Forgiving to Limit Order Traders
165,47,Trading in Trading Ranges,47D,12,Main Points Tight Trading Ranges (TTR)
165,47,Trading in Trading Ranges,47D,13,TR Can Be Tight Trading Range (TTR)
165,47,Trading in Trading Ranges,47D,14,TTR Most Should Not Trade
165,47,Trading in Trading Ranges,47D,15,TR Limit Order Market (LOM)
165,47,Trading in Trading Ranges,47D,16,Main Points Eventually Breaks out into Trend
165,47,Trading in Trading Ranges,47D,17,TR All Eventually Become Trend
165,47,Trading in Trading Ranges,47D,18,BO Can Be Made of Channel and Many Small Bars
165,47,Trading in Trading Ranges,47D,19,Review
166,48,Trading Different Times of the Day,48A,1,Main Points
166,48,Trading Different Times of the Day,48A,2,3 Parts to the Day Not Really
166,48,Trading Different Times of the Day,48A,3,"Market Cycle BO, Channel, and TR"
166,48,Trading Different Times of the Day,48A,4,3 Swings in a Day Often More
166,48,Trading Different Times of the Day,48A,5,The Open What Is It?
166,48,Trading Different Times of the Day,48A,6,Main Points Opening Reversals
166,48,Trading Different Times of the Day,48A,7,"BO on Open 80% Have Minor Reversal, 50% have Major Reversal"
166,48,Trading Different Times of the Day,48A,8,Big Gap Down 4 Common Outcomes
166,48,Trading Different Times of the Day,48A,9,Big Gap Up 4 Common Outcomes
166,48,Trading Different Times of the Day,48A,10,"BO on Open 50% Reverse, No Matter How Strong"
166,48,Trading Different Times of the Day,48A,11,Opening Reversal Early Reversal at Support or Resistance
166,48,Trading Different Times of the Day,48A,12,Big Failed Bear BO TR More Likely Than Big Bull Trend
166,48,Trading Different Times of the Day,48A,13,Big Failed Bull BO TR More Likely Than Big Bear Trend
166,48,Trading Different Times of the Day,48A,14,Early BO What Is Chance H or L of Day Already Formed?
166,48,Trading Different Times of the Day,48A,15,Early BO What Is Chance H or L of Day Already Formed?
166,48,Trading Different Times of the Day,48A,16,Early High or Low of Day 1st Bar
166,48,Trading Different Times of the Day,48A,17,Early High or Low of Day 1st 35 Minutes
166,48,Trading Different Times of the Day,48A,18,Early High or Low of Day 1st 90 Minutes
166,48,Trading Different Times of the Day,48A,19,Start and End of Day High Probability for Swing Trade
166,48,Trading Different Times of the Day,48A,20,Review
167,48,Trading Different Times of the Day,48B,1,Main Points
167,48,Trading Different Times of the Day,48B,2,The Open Why Trade It
167,48,Trading Different Times of the Day,48B,3,Reversal on 5 Minute Chart Creates Tail on Daily Chart
167,48,Trading Different Times of the Day,48B,4,Main Points Most Common Patterns
167,48,Trading Different Times of the Day,48B,5,The Open 3 Most Common Patterns
167,48,Trading Different Times of the Day,48B,6,"Bar Counting on the Open High 1, 2, 3 and Low 1, 2,"
167,48,Trading Different Times of the Day,48B,7,Main Points Stop Orders Are Better
167,48,Trading Different Times of the Day,48B,8,Orders Stop or Limit
167,48,Trading Different Times of the Day,48B,9,Best Choice Stop Orders (or Enter on Close) and Swing Trade
167,48,Trading Different Times of the Day,48B,10,Stop Order Entry 90% of Days
167,48,Trading Different Times of the Day,48B,11,Main Points Most Important Rule
167,48,Trading Different Times of the Day,48B,12,Most Important Rule Be Prepared for Anything!
167,48,Trading Different Times of the Day,48B,13,Review
168,48,Trading Different Times of the Day,48C,1,Main Points
168,48,Trading Different Times of the Day,48C,2,Context Less Important on the Open
168,48,Trading Different Times of the Day,48C,3,Context TR on Higher Time Frame
168,48,Trading Different Times of the Day,48C,4,Context Bull Trend on Higher Time Frame
168,48,Trading Different Times of the Day,48C,5,Daily Chart Tail Forms Early in Day
168,48,Trading Different Times of the Day,48C,6,Context Any Higher Time Frame Can Be Important
168,48,Trading Different Times of the Day,48C,7,Main Points How Did Yesterday End
168,48,Trading Different Times of the Day,48C,8,Context Yesterday Ended with Buy Climax
168,48,Trading Different Times of the Day,48C,9,Context Yesterday Ended with Sell Climax
168,48,Trading Different Times of the Day,48C,10,"Swing Trade Context, Signal Bar, and BO"
168,48,Trading Different Times of the Day,48C,11,Leg in Trend or TR
168,48,Trading Different Times of the Day,48C,12,Review
169,48,Trading Different Times of the Day,48D,1,Main Points
169,48,Trading Different Times of the Day,48D,2,BOM Early TR after BO on the Open
169,48,Trading Different Times of the Day,48D,3,"Most Days Early TR, Then BO"
169,48,Trading Different Times of the Day,48D,4,BO Of Opening Range 2 Types
169,48,Trading Different Times of the Day,48D,5,"BOM on Open Bull BO, Then MM Up"
169,48,Trading Different Times of the Day,48D,6,BOM on Open Sell BO below Reversal up for MM Down
169,48,Trading Different Times of the Day,48D,7,BOM on Open Sell BO below Reversal up for MM Down
169,48,Trading Different Times of the Day,48D,8,"BOM on Open If Pattern is Small, Wait for Follow-Through"
169,48,Trading Different Times of the Day,48D,9,BOM with Bull BO 90% Chance of Bull Trend or TR
169,48,Trading Different Times of the Day,48D,10,BOM on Open Buy BO above Reversal down for MM Up
169,48,Trading Different Times of the Day,48D,11,BOM Open Sell BO below Reversal up for MM Down
169,48,Trading Different Times of the Day,48D,12,BOM Open Enter on PB and 2nd BO
169,48,Trading Different Times of the Day,48D,13,If TR Price Action Likely to Remain TR Day
169,48,Trading Different Times of the Day,48D,14,"BOM before BO Buy Low, Sell High!"
169,48,Trading Different Times of the Day,48D,15,Main Points BO of 1st 18 Bar Range
169,48,Trading Different Times of the Day,48D,16,18th Bar Look for BO or Reversal between Bars 16-20
169,48,Trading Different Times of the Day,48D,17,BO below 18 Bar Range TR Day
169,48,Trading Different Times of the Day,48D,18,BOM on Open Many New Highs and Lows
169,48,Trading Different Times of the Day,48D,19,BOM of 1st 18 Bars Often Goes Sideways
169,48,Trading Different Times of the Day,48D,20,BTC Deep PB so TR Day Likely
169,48,Trading Different Times of the Day,48D,21,Review
170,48,Trading Different Times of the Day,48E,1,Main Points
170,48,Trading Different Times of the Day,48E,2,Failed BO of Yesterday’s H or L 2 Signal
170,48,Trading Different Times of the Day,48E,3,2¢ Failed BO High of Yesterday Micro DT
170,48,Trading Different Times of the Day,48E,4,2¢ Failed BO above Yesterday’s H Strong Bear
170,48,Trading Different Times of the Day,48E,5,ORV 2 Reversal down from Yesterday’s High
170,48,Trading Different Times of the Day,48E,6,Failed BO above Yesterday’s H 2 Sell Signal
170,48,Trading Different Times of the Day,48E,7,ORV 2¢ Reversal up from below Yesterday’s Low
170,48,Trading Different Times of the Day,48E,8,"2¢ Failed BO below Yesterday’s L Reversal Day, Doji Day"
170,48,Trading Different Times of the Day,48E,9,PW Bottom 2¢ Failed BO below Yesterday’s Low
170,48,Trading Different Times of the Day,48E,10,ORV Up 2¢ Failed BO below Yesterday’s Low
170,48,Trading Different Times of the Day,48E,11,"Gap Down Failed BO below Yesterday’s Low, 2¢ Entry"
170,48,Trading Different Times of the Day,48E,12,Main Points
170,48,Trading Different Times of the Day,48E,13,Failed BO above H of Yesterday 2 Entry Short Failed
170,48,Trading Different Times of the Day,48E,14,Failed BO above H of Yesterday 2 Entry Short Failed
170,48,Trading Different Times of the Day,48E,15,Failed BO Low of Yesterday 2 Reversal Up
170,48,Trading Different Times of the Day,48E,16,Review
171,48,Trading Different Times of the Day,48F,1,Main Points
171,48,Trading Different Times of the Day,48F,2,"Gap Up Creates Support, Which Is Magnet"
171,48,Trading Different Times of the Day,48F,3,"Gap Up Then up, down, or TR"
171,48,Trading Different Times of the Day,48F,4,"Gap Down Creates Resistance, Which Is Magnet"
171,48,Trading Different Times of the Day,48F,5,"Gap Down Then down, up, or TR"
171,48,Trading Different Times of the Day,48F,6,Gap Up Bull Trend from the Open
171,48,Trading Different Times of the Day,48F,7,"Gap Up Reversal down, Then Bear Trend from the Open"
171,48,Trading Different Times of the Day,48F,8,Gap Down Bear Trend from the Open
171,48,Trading Different Times of the Day,48F,9,"Gap Down Reversal up, Then Bull Trend from the Open"
171,48,Trading Different Times of the Day,48F,10,Main Points Early Flags
171,48,Trading Different Times of the Day,48F,11,"Big Gap Up 8 Bear Bars, Then DB at MA"
171,48,Trading Different Times of the Day,48F,12,Gap Up Wedge PB to MA
171,48,Trading Different Times of the Day,48F,13,Gap Down Double Top Bear Flag Just below MA
171,48,Trading Different Times of the Day,48F,14,Gap Down Wedge Bear Flag at MA
171,48,Trading Different Times of the Day,48F,15,Review
172,48,Trading Different Times of the Day,48G,1,Main Points
172,48,Trading Different Times of the Day,48G,2,The Middle Only Important If It ls Different from the Open
172,48,Trading Different Times of the Day,48G,3,End of Middle Only If Another Transition
172,48,Trading Different Times of the Day,48G,4,Trend from the Open Will It Continue
172,48,Trading Different Times of the Day,48G,5,"Trend, Then TR Look for Trend Resumption or Reversal"
172,48,Trading Different Times of the Day,48G,6,Trend on Open Continue All Day
172,48,Trading Different Times of the Day,48G,7,Main Points Trend or Leg in Trading Range (TR)
172,48,Trading Different Times of the Day,48G,8,Initial Trend Just a Leg in TR
172,48,Trading Different Times of the Day,48G,9,Early TR Look for Early Signs of BO
172,48,Trading Different Times of the Day,48G,10,BO Do Not Deny Transition into Trend
172,48,Trading Different Times of the Day,48G,11,Strong Rally Look for Early Signs of TR
172,48,Trading Different Times of the Day,48G,12,"Once in TR BLSHS, Like with All TRs"
172,48,Trading Different Times of the Day,48G,13,TR Look for Early Signs of BO for Late Swing Trade
172,48,Trading Different Times of the Day,48G,14,"Leg in TR Weak Trend, Especially If Still in Yesterday's TR"
172,48,Trading Different Times of the Day,48G,15,Leg in TR Watch for Reversal Bar
172,48,Trading Different Times of the Day,48G,16,Leg in TR Reversal Bar Can Lead to Opposite Swing
172,48,Trading Different Times of the Day,48G,17,Review
173,48,Trading Different Times of the Day,48H,1,Main Points
173,48,Trading Different Times of the Day,48H,2,TR Test of Support or Resistance at End of Middle 3'¢
173,48,Trading Different Times of the Day,48H,3,Support or Resistance Reversal or BO
173,48,Trading Different Times of the Day,48H,4,"Late in TR Strong BO Often Is Trap, Then Reverses"
173,48,Trading Different Times of the Day,48H,5,"Test, Then Reversal Often Creates opposite Trend"
173,48,Trading Different Times of the Day,48H,6,Strong Trend Can Still Be Leg in TR Day
173,48,Trading Different Times of the Day,48H,7,"Late Entry Higher Probability, Greater Risk (Stop Is Far)"
173,48,Trading Different Times of the Day,48H,8,Wide Stops or Tight Stops Either Can Be Good
173,48,Trading Different Times of the Day,48H,9,Main Points 80% Rule
173,48,Trading Different Times of the Day,48H,10,80% Rule Markets Resist Change
173,48,Trading Different Times of the Day,48H,11,Late DB or DT Often Leads to Trend in Final 3 of Day
173,48,Trading Different Times of the Day,48H,12,Review
174,48,Trading Different Times of the Day,48I,1,Main Points
174,48,Trading Different Times of the Day,48I,2,End of Day Last Chance to Make Money
174,48,Trading Different Times of the Day,48I,3,Final Trend Often Begins Midday This Video Is Only Last Hour
174,48,Trading Different Times of the Day,48I,4,"Trader's Equation Risk, Reward, and Probability"
174,48,Trading Different Times of the Day,48I,5,End of Day BO or TR Are Best
174,48,Trading Different Times of the Day,48I,6,End of Day Bull Channels Are Difficult
174,48,Trading Different Times of the Day,48I,7,End of Day Bear Channels Are Difficult
174,48,Trading Different Times of the Day,48I,8,End of Day Swing or Scalp
174,48,Trading Different Times of the Day,48I,9,Review
175,48,Trading Different Times of the Day,48J,1,Main Points
175,48,Trading Different Times of the Day,48J,2,End of Day Buy The Close (BTC) Bull Trend
175,48,Trading Different Times of the Day,48J,3,End of Day Risk Happens Fast!
175,48,Trading Different Times of the Day,48J,4,End of Day Sell The Close (STC) Bear Trend
175,48,Trading Different Times of the Day,48J,5,End of Day BTC and STC Opportunities Are Brief
175,48,Trading Different Times of the Day,48J,6,End of Day BTC and STC Time Window
175,48,Trading Different Times of the Day,48J,7,End of Day Limit Order Market
175,48,Trading Different Times of the Day,48J,8,Review
176,48,Trading Different Times of the Day,48K,1,Main Points
176,48,Trading Different Times of the Day,48K,2,Bull Trap Final 2 Hours
176,48,Trading Different Times of the Day,48K,3,Bear Trap Final 2 Hours
176,48,Trading Different Times of the Day,48K,4,Test of Support or Resistance Open of Day
176,48,Trading Different Times of the Day,48K,5,Main Points Higher Time Frame Support and Resistance
176,48,Trading Different Times of the Day,48K,6,End of Day Daily Support-Resistance Are Magnets
176,48,Trading Different Times of the Day,48K,7,"H, L, C of Prior Recent Days Magnets Today"
176,48,Trading Different Times of the Day,48K,8,Last Day of Week Weekly Support-Resistance Are Magnets
176,48,Trading Different Times of the Day,48K,9,Last Day of Week Look for Reversal at End of Day
176,48,Trading Different Times of the Day,48K,10,Last Day of Month Monthly Support-Resistance Are Magnets
176,48,Trading Different Times of the Day,48K,11,Last Day of Month Look for Sell Vacuum to Support
176,48,Trading Different Times of the Day,48K,12,Review
177,49,Swing Trading Examples,49A,1,Main Points
177,49,Swing Trading Examples,49A,2,Opening Reversal Into Bull Trend
177,49,Swing Trading Examples,49A,3,Spike and Channel Bull Trend Very Common Pattern
177,49,Swing Trading Examples,49A,4,Bull Opening Reversal Then TR
177,49,Swing Trading Examples,49A,5,"Bull Trend, Then TR Bulls Want Trend Resumption"
177,49,Swing Trading Examples,49A,6,Parabolic Wedge Top Then Bear Trend
177,49,Swing Trading Examples,49A,7,Parabolic Wedge Top Then Failed Bear BO
177,49,Swing Trading Examples,49A,8,Sell Climax Then Weak Bull Channel
177,49,Swing Trading Examples,49A,9,Consecutive Sell Climaxes End of Bear Trend
177,49,Swing Trading Examples,49A,10,Limit Order Entries Only for Skilled Traders
177,49,Swing Trading Examples,49A,11,BO above Yesterday’s High Then PB
177,49,Swing Trading Examples,49A,12,Reversal Down from Gap Up Might Resume Up
177,49,Swing Trading Examples,49A,13,Opening Reversal Wedge PB to Moving Average
177,49,Swing Trading Examples,49A,14,"Gap Up, BO Mode DB Bull Flag"
177,49,Swing Trading Examples,49A,15,Tight Bull Chanel Bet Bear Reversals Will Fail
177,49,Swing Trading Examples,49A,16,Big Gap Up DB Bull Flag at Moving Average
177,49,Swing Trading Examples,49A,17,Bull Leg In TR
177,49,Swing Trading Examples,49A,18,Strong Rally Late in Bull Probably Exhaustive Rally
177,49,Swing Trading Examples,49A,19,Review
178,49,Swing Trading Examples,49B,1,Main Points
178,49,Swing Trading Examples,49B,2,"Bear Trend from Open If Weak, Watch for Rally"
178,49,Swing Trading Examples,49B,3,Wedge Bottom Then Bull Trend
178,49,Swing Trading Examples,49B,4,Rally from Gap Down Can Fail Around MA and 50% PB
178,49,Swing Trading Examples,49B,5,Wedge Top Then Bear Trend
178,49,Swing Trading Examples,49B,6,TR Yesterday Increases Chance of TR Today
178,49,Swing Trading Examples,49B,7,DB Then Triangle and TTR
178,49,Swing Trading Examples,49B,8,"Bear Channel Hold Short, but Difficult"
178,49,Swing Trading Examples,49B,9,Final Bear Flag Then Strong Bull Swing
178,49,Swing Trading Examples,49B,10,Final Bear Flag Then TR Day
178,49,Swing Trading Examples,49B,11,TR Day Then Late Bear BO
178,49,Swing Trading Examples,49B,12,Parabolic Wedge Bottoms Less Common Than Tops
178,49,Swing Trading Examples,49B,13,Early Low Higher Probability to Wait for Strong Rally
178,49,Swing Trading Examples,49B,14,Wedge Bottom Higher Probability to Wait for Rally to Buy
178,49,Swing Trading Examples,49B,15,Wedge Bottom Failed
178,49,Swing Trading Examples,49B,16,Big Bear BO 2 Leg Down Likely
178,49,Swing Trading Examples,49B,17,2 Legs Down Then Another Bottom Attempt
178,49,Swing Trading Examples,49B,18,2¢ Bottom Likely to Be End of Bear Trend
178,49,Swing Trading Examples,49B,19,Strong BO Usually Traps Traders 2 Leg Likely
178,49,Swing Trading Examples,49B,20,Consecutive Bottoms Often Form High 4 Buy Setups
178,49,Swing Trading Examples,49B,21,High 4 Bottom 60% Chance of 2 Legs Sideways to Up
178,49,Swing Trading Examples,49B,22,Reversal Down from 2 Leg Up Bull Take Profits
178,49,Swing Trading Examples,49B,23,Wedge Bottom Opening Reversal Up from Support
178,49,Swing Trading Examples,49B,24,Review
179,49,Swing Trading Examples,49C,1,Main Points
179,49,Swing Trading Examples,49C,2,Micro Channel with Many Bars Buy Climax
179,49,Swing Trading Examples,49C,3,Big Gap Down Then Reversal Up
179,49,Swing Trading Examples,49C,4,Bull Reversal But Lacks Consecutive Big Bull Bars
179,49,Swing Trading Examples,49C,5,Weak Rally Probably Sideways to MA
179,49,Swing Trading Examples,49C,6,DT But Strong Enough Bull Bars for More TR
179,49,Swing Trading Examples,49C,7,Bears Need More Bear Bars Else TR Likely
179,49,Swing Trading Examples,49C,8,"DT, but Bad Sell Signal Bar More TR Likely"
179,49,Swing Trading Examples,49C,9,Bad Follow-Through Selling TR Likely
179,49,Swing Trading Examples,49C,10,No Strong Sell Signal Bears Need Strong Bear BO
179,49,Swing Trading Examples,49C,11,Without Strong Sell Signal Bar or Strong BO TR Likely
179,49,Swing Trading Examples,49C,12,2 Strong Bull Bars But Each Had Weak Follow-Through
179,49,Swing Trading Examples,49C,13,"Bull Trend, but Without Bigger Bull Bars Limited Upside"
179,49,Swing Trading Examples,49C,14,MTR Bottoms All Are DBs
179,49,Swing Trading Examples,49C,15,Biggest Bull Bar But Worst Follow-Through
179,49,Swing Trading Examples,49C,16,"Big, Late BO Measuring Gap or Exhaustion Gap"
179,49,Swing Trading Examples,49C,17,Top with Consecutive Strong Bear Bars 2 Legs Down Likely
179,49,Swing Trading Examples,49C,18,"HL MTR, but Tight Channel Minor Reversal and TR"
179,49,Swing Trading Examples,49C,19,TTR But Bull Leg Stronger Than Bear Leg
179,49,Swing Trading Examples,49C,20,Strong Selloff Bulls Likely Won't Get Back to Highest Close
179,49,Swing Trading Examples,49C,21,Review
180,49,Swing Trading Examples,49D,1,Main Points
180,49,Swing Trading Examples,49D,2,"Weak Rally, Then MA Gap Bars Possible Start of Bear Leg"
180,49,Swing Trading Examples,49D,3,Bears Make Money in Rally Possible Bull Leg in TR
180,49,Swing Trading Examples,49D,4,Bear BO after Weak Rally Possible Start of Bear Swing in TR Day
180,49,Swing Trading Examples,49D,5,Bear Swing or TR Bears Will Sell LH
180,49,Swing Trading Examples,49D,6,Late Bear BO Possible Exhaustion Gap
180,49,Swing Trading Examples,49D,7,Bear Channel Bears See Every Rally as Bear Flag
180,49,Swing Trading Examples,49D,8,Huge Bear BO Late in Bear Trend Reversal Up Soon
180,49,Swing Trading Examples,49D,9,Huge Bear BO Late in Bear Trend Bulls Buy Bear Close
180,49,Swing Trading Examples,49D,10,Buy The Close Rally At End of Day
180,49,Swing Trading Examples,49D,11,When Not Clear TR Open Is Likely
180,49,Swing Trading Examples,49D,12,Without Strong Trend Bars TR Likely
180,49,Swing Trading Examples,49D,13,Gap down after Small PBs Measured Move Down Likely
180,49,Swing Trading Examples,49D,14,Gap down after Small PBs Possible Small PB Bear Trend
180,49,Swing Trading Examples,49D,15,"Follow-Through Selling, but Weak TR Likely for 10 — 20 Bars"
180,49,Swing Trading Examples,49D,16,Bear Leg In Trend or TR
180,49,Swing Trading Examples,49D,17,TTR Trend Resumption Down or Reversal Up
180,49,Swing Trading Examples,49D,18,After Buy Climax Swing Down or TR Likely
180,49,Swing Trading Examples,49D,19,After Sell Climax Swing Up or TR Likely
180,49,Swing Trading Examples,49D,20,After Sell Climax and TR Reversal Up or Resumption Down
180,49,Swing Trading Examples,49D,21,Review
181,49,Swing Trading Examples,49E,1,Main Points
181,49,Swing Trading Examples,49E,2,Consecutive Big Bear Bars on Open More Down Likely
181,49,Swing Trading Examples,49E,3,Late Big Bear BO Reversal Up More Likely Than MM Down
181,49,Swing Trading Examples,49E,4,"Late Big Bear BO Bears Take Profits, Bulls Buy"
181,49,Swing Trading Examples,49E,5,TTR Limit Order Market
181,49,Swing Trading Examples,49E,6,Possible TR Day Bulls Quick to Take Profits
181,49,Swing Trading Examples,49E,7,Possible TR Day Bears Sell Rallies
181,49,Swing Trading Examples,49E,8,Failed BO Common on Open
181,49,Swing Trading Examples,49E,9,Opening Reversal Needs Big Trend Bars Else TR Likely
181,49,Swing Trading Examples,49E,10,"Consecutive Trend Bars If Not Big, TR Likely"
181,49,Swing Trading Examples,49E,11,DT in Opening Range Often Start of Bear Trend
181,49,Swing Trading Examples,49E,12,DT in Opening Range Look for MM Down
